MP name,Constituency,Office maximum budget available,Reason for budget set,Office spend,Remaining office budget,First part of the Postcode,Staffing maximum budget available,Reason for budget set,Staffing spend,Remaining staffing budget,Start-up maximum budget available,Reason for budget set,Startup spend,Remaining startup budget,Wind-up maximum budget available,Reason for budget set,Windup spend,Remaining windup budget,Subtotal of office running costs,Accommodation maximum budget available,Reason for budget set,Did the MP rent their accommodation from another MP during this financial year?,Accommodation spend,Remaining budget,First part of the Postcode,Travel/subsistence max budget,Travel/subs spend,Other costs maximum budget available,Other spend,Subtotal of other parliamentary costs,Overall total spend for this financial year
"Miriam Cates","Penistone and Stocksbridge CC","","","£11,568.70","£0.00","","","","£0.00","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£11,568.70","","","","£11,834.98","£0.00","","Uncapped","£2,984.36","Uncapped","£0.00","£14,819.34","£26,388.04"
"Mohammad Yasin","Bedford BC","","","£5,838.39","£0.00","","","","£3,600.00","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£9,438.39","","","","£0.00","£0.00","","Uncapped","£0.00","Uncapped","£0.00","£0.00","£9,438.39"
"Munira Wilson","Twickenham BC","","","£8,066.87","£0.00","","","","£7,538.26","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£15,605.13","","","","£0.00","£0.00","","Uncapped","£0.00","Uncapped","£0.00","£0.00","£15,605.13"
"Nadhim Zahawi","Stratford-on-Avon CC","","","£4,029.85","£0.00","","","","£3,047.00","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£7,076.85","","","","£0.00","£0.00","","Uncapped","£0.00","Uncapped","£0.00","£0.00","£7,076.85"
"Nadia Whittome","Nottingham East BC","","","£1,781.70","£0.00","","","","£0.00","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£1,781.70","","","","£5,460.00","£0.00","","Uncapped","£0.00","Uncapped","£0.00","£5,460.00","£7,241.70"
"Nadine Dorries","Mid Bedfordshire CC","","","£8,509.82","£0.00","","","","£0.00","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£8,509.82","","","","£7,626.68","£0.00","","Uncapped","£0.00","Uncapped","£0.00","£7,626.68","£16,136.50"
"Naseem Shah","Bradford West BC","","","£6,148.60","£0.00","","","","£0.00","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£6,148.60","","","","£14,142.07","£0.00","","Uncapped","£346.55","Uncapped","£0.00","£14,488.62","£20,637.22"
"Natalie Elphicke","Dover CC","","","£4,283.21","£0.00","","","","£3,049.00","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£7,332.21","","","","£14,761.26","£0.00","","Uncapped","£0.00","Uncapped","£0.00","£14,761.26","£22,093.47"
"Navendu Mishra","Stockport BC","","","£3,843.66","£0.00","","","","£0.00","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£3,843.66","","","","£5,525.01","£0.00","","Uncapped","£475.75","Uncapped","£0.00","£6,000.76","£9,844.42"
"Neale Hanvey","Kirkcaldy and Cowdenbeath CC","","","£6,489.46","£0.00","","","","£0.00","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£6,489.46","","","","£15,386.62","£0.00","","Uncapped","£17.10","Uncapped","£0.00","£15,403.72","£21,893.18"
"Neil Coyle","Bermondsey and Old Southwark BC","","","£2,209.79","£0.00","","","","£0.00","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£2,209.79","","","","£0.00","£0.00","","Uncapped","£118.94","Uncapped","£0.00","£118.94","£2,328.73"
"Neil Gray","Airdrie and Shotts CC","","","£4,831.08","£0.00","","","","£5,550.00","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£10,381.08","","","","£8,337.32","£0.00","","Uncapped","£220.00","Uncapped","£0.00","£8,557.32","£18,938.40"
"Neil Hudson","Penrith and The Border CC","","","£7,158.99","£0.00","","","","£3,052.00","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£10,210.99","","","","£3,659.00","£0.00","","Uncapped","£146.10","Uncapped","£0.00","£3,805.10","£14,016.09"
"Neil O'Brien","Harborough CC","","","£7,709.92","£0.00","","","","£0.00","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£7,709.92","","","","£8,927.03","£0.00","","Uncapped","£766.64","Uncapped","£0.00","£9,693.67","£17,403.59"
"Neil Parish","Tiverton and Honiton CC","","","£4,013.72","£0.00","","","","£0.00","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£4,013.72","","","","£7,580.00","£0.00","","Uncapped","£2,035.30","Uncapped","£0.00","£9,615.30","£13,629.02"
"Nia Griffith","Llanelli CC","","","£11,749.71","£0.00","","","","£0.00","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£11,749.71","","","","£0.00","£0.00","","Uncapped","£327.30","Uncapped","£213.00","£540.30","£12,290.01"
"Nic Dakin","Scunthorpe CC","","","£0.00","£0.00","","","","£0.00","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£0.00","","","","£0.00","£0.00","","Uncapped","£0.00","Uncapped","£108.00","£108.00","£108.00"
"Nicholas Brown","Newcastle upon Tyne East BC","","","£3,575.49","£0.00","","","","£0.00","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£3,575.49","","","","£2,901.27","£0.00","","Uncapped","£1,325.50","Uncapped","£0.00","£4,226.77","£7,802.26"
"Nicholas Soames","Mid Sussex CC","","","-£279.17","£279.17","","","","£0.00","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","-£279.17","","","","£0.00","£0.00","","Uncapped","£0.00","Uncapped","£0.00","£0.00","-£279.17"
"Nick Fletcher","Don Valley CC","","","£4,540.53","£0.00","","","","£3,052.00","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£7,592.53","","","","£700.00","£0.00","","Uncapped","£2,282.69","Uncapped","£0.00","£2,982.69","£10,575.22"
"Nick Gibb","Bognor Regis and Littlehampton CC","","","£6,740.78","£0.00","","","","£0.00","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£6,740.78","","","","£4,521.77","£0.00","","Uncapped","£0.00","Uncapped","£0.00","£4,521.77","£11,262.55"
"Nick Smith","Blaenau Gwent CC","","","£9,861.24","£0.00","","","","£0.00","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£9,861.24","","","","£2,495.43","£0.00","","Uncapped","£2,052.00","Uncapped","£0.00","£4,547.43","£14,408.67"
"Nick Thomas-Symonds","Torfaen CC","","","£8,703.27","£0.00","","","","£0.00","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£8,703.27","","","","£8,813.17","£0.00","","Uncapped","£1,508.50","Uncapped","£0.00","£10,321.67","£19,024.94"
"Nickie Aiken","Cities of London and Westminster BC","","","£14,218.99","£0.00","","","","£6,131.80","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£20,350.79","","","","£0.00","£0.00","","Uncapped","£0.00","Uncapped","£0.00","£0.00","£20,350.79"
"Nicky Morgan","Loughborough CC","","","-£4,535.45","£4,535.45","","","","£0.00","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","-£4,535.45","","","","£0.00","£0.00","","Uncapped","£0.00","Uncapped","£0.00","£0.00","-£4,535.45"
"Nicola Richards","West Bromwich East BC","","","£17,730.17","£0.00","","","","£0.00","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£17,730.17","","","","£5,586.72","£0.00","","Uncapped","£560.39","Uncapped","£0.00","£6,147.11","£23,877.28"
"Nigel Adams","Selby and Ainsty CC","","","£1,797.64","£0.00","","","","£3,050.00","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£4,847.64","","","","£7,100.00","£0.00","","Uncapped","£99.00","Uncapped","£0.00","£7,199.00","£12,046.64"
"Nigel Evans","Ribble Valley CC","","","£7,173.79","£0.00","","","","£3,047.00","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£10,220.79","","","","£6,817.77","£0.00","","Uncapped","£2,282.32","Uncapped","£0.00","£9,100.09","£19,320.88"
"Nigel Huddleston","Mid Worcestershire CC","","","£4,950.78","£0.00","","","","£0.00","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£4,950.78","","","","£8,813.48","£0.00","","Uncapped","£1,215.69","Uncapped","£0.00","£10,029.17","£14,979.95"
"Nigel Mills","Amber Valley CC","","","£3,640.62","£0.00","","","","£3,050.00","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£6,690.62","","","","£0.00","£0.00","","Uncapped","£52.41","Uncapped","£0.00","£52.41","£6,743.03"
"Norman Lamb","North Norfolk CC","","","£0.00","£0.00","","","","£0.00","£0.00","n/a","","£0.00","£0.00","n/a","","£383.32","£0.00","£383.32","","","","£0.00","£0.00","","Uncapped","-£160.00","Uncapped","£0.00","-£160.00","£223.32"
"Nusrat Ghani","Wealden CC","","","£8,235.47","£0.00","","","","£3,470.00","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£11,705.47","","","","£5,062.80","£0.00","","Uncapped","£12.60","Uncapped","£0.00","£5,075.40","£16,780.87"
"Oliver Dowden","Hertsmere CC","","","£8,088.94","£0.00","","","","£0.00","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£8,088.94","","","","£0.00","£0.00","","Uncapped","£15.20","Uncapped","£0.00","£15.20","£8,104.14"
"Oliver Heald","North East Hertfordshire CC","","","£7,369.05","£0.00","","","","£3,047.00","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£10,416.05","","","","£3,713.83","£0.00","","Uncapped","£0.00","Uncapped","£0.00","£3,713.83","£14,129.88"
"Olivia Blake","Sheffield, Hallam CC","","","£4,293.27","£0.00","","","","£3,600.00","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£7,893.27","","","","£7,366.68","£0.00","","Uncapped","£314.79","Uncapped","£0.00","£7,681.47","£15,574.74"
"Órfhlaith Begley","West Tyrone","","","£6,993.26","£0.00","","","","£0.00","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£6,993.26","","","","£0.00","£0.00","","Uncapped","£0.00","Uncapped","£0.00","£0.00","£6,993.26"
"Owen Paterson","North Shropshire CC","","","£9,770.07","£0.00","","","","£0.00","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£9,770.07","","","","£1,786.85","£0.00","","Uncapped","£39.70","Uncapped","£0.00","£1,826.55","£11,596.62"
"Owen Thompson","Midlothian CC","","","£13,518.81","£0.00","","","","£5,550.00","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£19,068.81","","","","£9,365.74","£0.00","","Uncapped","£2,461.70","Uncapped","£0.00","£11,827.44","£30,896.25"
"Pat McFadden","Wolverhampton South East BC","","","£5,048.65","£0.00","","","","£0.00","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£5,048.65","","","","£3,662.60","£0.00","","Uncapped","£761.78","Uncapped","£0.00","£4,424.38","£9,473.03"
"Patricia Gibson","North Ayrshire and Arran CC","","","£7,299.04","£0.00","","","","£5,550.00","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£12,849.04","","","","£7,342.74","£0.00","","Uncapped","£2,914.39","Uncapped","£0.00","£10,257.13","£23,106.17"
"Patrick Grady","Glasgow North BC","","","£4,976.04","£0.00","","","","£5,550.00","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£10,526.04","","","","£6,843.91","£0.00","","Uncapped","£1,748.12","Uncapped","£0.00","£8,592.03","£19,118.07"
"Patrick McLoughlin","Derbyshire Dales CC","","","£0.00","£0.00","","","","£0.00","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£0.00","","","","-£387.50","£387.50","","Uncapped","£0.00","Uncapped","£0.00","-£387.50","-£387.50"
"Paul Beresford","Mole Valley CC","","","£2,651.63","£0.00","","","","£4,432.00","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£7,083.63","","","","£0.00","£0.00","","Uncapped","£133.65","Uncapped","£0.00","£133.65","£7,217.28"
"Paul Blomfield","Sheffield Central BC","","","£1,397.95","£0.00","","","","£0.00","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£1,397.95","","","","£5,370.00","£0.00","","Uncapped","£0.00","Uncapped","£0.00","£5,370.00","£6,767.95"
"Paul Bristow","Peterborough BC","","","£7,687.85","£0.00","","","","£6,729.00","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£14,416.85","","","","£4,500.00","£0.00","","Uncapped","£2,232.74","Uncapped","£0.00","£6,732.74","£21,149.59"
"Paul Farrelly","Newcastle-under-Lyme BC","","","£0.00","£0.00","","","","£0.00","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£0.00","","","","£0.00","£0.00","","Uncapped","£0.00","Uncapped","£97.93","£97.93","£97.93"
"Paul Girvan","South Antrim","","","£7,907.44","£0.00","","","","£0.00","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£7,907.44","","","","£0.00","£0.00","","Uncapped","£409.00","Uncapped","£0.00","£409.00","£8,316.44"
"Paul Holmes","Eastleigh BC","","","£7,056.34","£0.00","","","","£0.00","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£7,056.34","","","","£2,583.35","£0.00","","Uncapped","£1,322.17","Uncapped","£0.00","£3,905.52","£10,961.86"
"Paul Howell","Sedgefield CC","","","£3,900.56","£0.00","","","","£3,049.00","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£6,949.56","","","","£10,462.50","£0.00","","Uncapped","£2,669.18","Uncapped","£0.00","£13,131.68","£20,081.24"
"Paul Maskey","Belfast West","","","£8,217.98","£0.00","","","","£0.00","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£8,217.98","","","","£0.00","£0.00","","Uncapped","£0.00","Uncapped","£0.00","£0.00","£8,217.98"
"Paul Maynard","Blackpool North and Cleveleys BC","","","£7,323.41","£0.00","","","","£0.00","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£7,323.41","","","","£5,387.19","£0.00","","Uncapped","£1,423.40","Uncapped","£0.00","£6,810.59","£14,134.00"
"Paul Scully","Sutton and Cheam BC","","","£9,776.76","£0.00","","","","£3,047.00","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£12,823.76","","","","£0.00","£0.00","","Uncapped","£0.00","Uncapped","£0.00","£0.00","£12,823.76"
"Paula Barker","Liverpool, Wavertree BC","","","£5,400.00","£0.00","","","","£0.00","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£5,400.00","","","","£10,946.68","£0.00","","Uncapped","£590.80","Uncapped","£0.00","£11,537.48","£16,937.48"
"Paula Sherriff","Dewsbury CC","","","£0.00","£0.00","","","","£0.00","£0.00","n/a","","£0.00","£0.00","n/a","","£723.10","£0.00","£723.10","","","","£0.00","£0.00","","Uncapped","£0.00","Uncapped","£192.00","£192.00","£915.10"
"Pauline Latham","Mid Derbyshire CC","","","£4,721.07","£0.00","","","","£6,865.00","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£11,586.07","","","","£0.00","£0.00","","Uncapped","£63.00","Uncapped","£0.00","£63.00","£11,649.07"
"Penny Mordaunt","Portsmouth North BC","","","£9,791.09","£0.00","","","","£0.00","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£9,791.09","","","","£6,980.00","£0.00","","Uncapped","£0.00","Uncapped","£0.00","£6,980.00","£16,771.09"
"Pete Wishart","Perth and North Perthshire CC","","","£4,614.76","£0.00","","","","£5,550.00","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£10,164.76","","","","£6,541.08","£0.00","","Uncapped","£1,329.00","Uncapped","£0.00","£7,870.08","£18,034.84"
"Peter Aldous","Waveney CC","","","£11,609.71","£0.00","","","","£0.00","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£11,609.71","","","","£1,434.00","£0.00","","Uncapped","£1,456.00","Uncapped","£0.00","£2,890.00","£14,499.71"
"Peter Bone","Wellingborough CC","","","£8,304.90","£0.00","","","","£0.00","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£8,304.90","","","","£7,893.06","£0.00","","Uncapped","£1,105.50","Uncapped","£0.00","£8,998.56","£17,303.46"
"Peter Bottomley","Worthing West BC","","","£5,739.91","£0.00","","","","£0.00","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£5,739.91","","","","£0.00","£0.00","","Uncapped","£0.00","Uncapped","£0.00","£0.00","£5,739.91"
"Peter Dowd","Bootle BC","","","£6,016.42","£0.00","","","","£12,766.60","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£18,783.02","","","","£350.00","£0.00","","Uncapped","£375.00","Uncapped","£0.00","£725.00","£19,508.02"
"Peter Gibson","Darlington BC","","","£21,654.00","£0.00","","","","£7,241.57","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£28,895.57","","","","£7,106.68","£0.00","","Uncapped","£363.00","Uncapped","£0.00","£7,469.68","£36,365.25"
"Peter Grant","Glenrothes CC","","","£6,752.47","£0.00","","","","£5,558.00","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£12,310.47","","","","£0.00","£0.00","","Uncapped","£0.00","Uncapped","£0.00","£0.00","£12,310.47"
"Peter Kyle","Hove BC","","","£11,101.87","£0.00","","","","£3,359.04","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£14,460.91","","","","£5,200.00","£0.00","","Uncapped","£274.30","Uncapped","£0.00","£5,474.30","£19,935.21"
"Philip Davies","Shipley CC","","","£6,744.74","£0.00","","","","£0.00","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£6,744.74","","","","£5,715.70","£0.00","","Uncapped","£187.00","Uncapped","£0.00","£5,902.70","£12,647.44"
"Philip Dunne","Ludlow CC","","","£6,968.95","£0.00","","","","£0.00","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£6,968.95","","","","£0.00","£0.00","","Uncapped","£261.85","Uncapped","£0.00","£261.85","£7,230.80"
"Philip Hollobone","Kettering CC","","","£289.56","£0.00","","","","£0.00","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£289.56","","","","£2,609.35","£0.00","","Uncapped","£599.00","Uncapped","£0.00","£3,208.35","£3,497.91"
"Philippa Whitford","Central Ayrshire CC","","","£4,510.45","£0.00","","","","£0.00","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£4,510.45","","","","£7,235.72","£0.00","","Uncapped","£171.49","Uncapped","£0.00","£7,407.21","£11,917.66"
"Preet Gill","Birmingham, Edgbaston BC","","","£7,902.77","£0.00","","","","£0.00","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£7,902.77","","","","£10,904.11","£0.00","","Uncapped","£531.00","Uncapped","£0.00","£11,435.11","£19,337.88"
"Priti Patel","Witham CC","","","£1,979.00","£0.00","","","","£0.00","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£1,979.00","","","","£6,500.01","£0.00","","Uncapped","£0.00","Uncapped","£0.00","£6,500.01","£8,479.01"
"Rachael Maskell","York Central BC","","","£5,238.55","£0.00","","","","£0.00","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£5,238.55","","","","£0.00","£0.00","","Uncapped","£0.00","Uncapped","£0.00","£0.00","£5,238.55"
"Rachel Hopkins","Luton South BC","","","£496.97","£0.00","","","","£0.00","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£496.97","","","","£0.00","£0.00","","Uncapped","£962.15","Uncapped","£0.00","£962.15","£1,459.12"
"Rachel Maclean","Redditch CC","","","£6,435.83","£0.00","","","","£0.00","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£6,435.83","","","","£5,250.00","£0.00","","Uncapped","£1,221.00","Uncapped","£0.00","£6,471.00","£12,906.83"
"Rachel Reeves","Leeds West BC","","","£9,961.40","£0.00","","","","£0.00","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£9,961.40","","","","£5,262.27","£0.00","","Uncapped","£157.30","Uncapped","£0.00","£5,419.57","£15,380.97"
"Ranil Jayawardena","North East Hampshire CC","","","£5,443.36","£0.00","","","","£3,519.29","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£8,962.65","","","","£0.00","£0.00","","Uncapped","£998.51","Uncapped","£1,073.67","£2,072.18","£11,034.83"
"Rebecca Harris","Castle Point BC","","","£9,752.46","£0.00","","","","£0.00","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£9,752.46","","","","£0.00","£0.00","","Uncapped","£0.00","Uncapped","£0.00","£0.00","£9,752.46"
"Rebecca Long Bailey","Salford and Eccles BC","","","£4,693.20","£0.00","","","","£0.00","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£4,693.20","","","","£4,694.72","£0.00","","Uncapped","£1,175.30","Uncapped","£0.00","£5,870.02","£10,563.22"
"Rebecca Pow","Taunton Deane CC","","","£3,790.31","£0.00","","","","£3,047.00","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£6,837.31","","","","£4,754.38","£0.00","","Uncapped","£357.60","Uncapped","£0.00","£5,111.98","£11,949.29"
"Rehman Chishti","Gillingham and Rainham BC","","","£1,327.90","£0.00","","","","£3,050.00","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£4,377.90","","","","£525.00","£0.00","","Uncapped","£525.00","Uncapped","£0.00","£1,050.00","£5,427.90"
"Richard Bacon","South Norfolk CC","","","£11,492.91","£0.00","","","","£3,450.00","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£14,942.91","","","","£4,827.74","£0.00","","Uncapped","£1,088.55","Uncapped","£0.00","£5,916.29","£20,859.20"
"Richard Benyon","Newbury CC","","","-£192.17","£192.17","","","","£0.00","£0.00","n/a","","£0.00","£0.00","n/a","","£486.66","£0.00","£294.49","","","","£0.00","£0.00","","Uncapped","£0.00","Uncapped","£0.00","£0.00","£294.49"
"Richard Burden","Birmingham, Northfield BC","","","£0.00","£0.00","","","","£0.00","£0.00","n/a","","£0.00","£0.00","n/a","","-£44.06","£44.06","-£44.06","","","","-£47.89","£47.89","","Uncapped","£0.00","Uncapped","£105.30","£57.41","£13.35"
"Richard Burgon","Leeds East BC","","","£12,184.75","£0.00","","","","£0.00","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£12,184.75","","","","£7,610.34","£0.00","","Uncapped","£0.00","Uncapped","£0.00","£7,610.34","£19,795.09"
"Richard Drax","South Dorset CC","","","£7,186.31","£0.00","","","","£0.00","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£7,186.31","","","","£0.00","£0.00","","Uncapped","£392.40","Uncapped","£0.00","£392.40","£7,578.71"
"Richard Fuller","North East Bedfordshire CC","","","£6,857.97","£0.00","","","","£0.00","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£6,857.97","","","","£7,193.32","£0.00","","Uncapped","£462.06","Uncapped","£0.00","£7,655.38","£14,513.35"
"Richard Graham","Gloucester BC","","","£3,372.63","£0.00","","","","£3,050.00","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£6,422.63","","","","£8,168.41","£0.00","","Uncapped","£230.40","Uncapped","£0.00","£8,398.81","£14,821.44"
"Richard Holden","North West Durham CC","","","£12,342.11","£0.00","","","","£877.20","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£13,219.31","","","","£0.00","£0.00","","Uncapped","£4,923.94","Uncapped","£0.00","£4,923.94","£18,143.25"
"Richard Thomson","Gordon CC","","","£11,633.31","£0.00","","","","£0.00","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£11,633.31","","","","£7,920.98","£0.00","","Uncapped","£676.90","Uncapped","£0.00","£8,597.88","£20,231.19"
"Rishi Sunak","Richmond (Yorks) CC","","","£0.00","£0.00","","","","£3,047.00","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£3,047.00","","","","£0.00","£0.00","","Uncapped","£0.00","Uncapped","£0.00","£0.00","£3,047.00"
"Rob Butler","Aylesbury CC","","","£3,505.86","£0.00","","","","£0.00","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£3,505.86","","","","£1,900.00","£0.00","","Uncapped","£367.20","Uncapped","£0.00","£2,267.20","£5,773.06"
"Rob Roberts","Delyn CC","","","£11,944.37","£0.00","","","","£1,110.00","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£13,054.37","","","","£5,499.30","£0.00","","Uncapped","£471.15","Uncapped","£0.00","£5,970.45","£19,024.82"
"Robbie Moore","Keighley CC","","","£14,173.53","£0.00","","","","£0.00","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£14,173.53","","","","£1,441.40","£0.00","","Uncapped","£3,342.10","Uncapped","£0.00","£4,783.50","£18,957.03"
"Robert Buckland","South Swindon CC","","","£7,741.73","£0.00","","","","£4,747.00","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£12,488.73","","","","£5,000.32","£0.00","","Uncapped","£246.45","Uncapped","£0.00","£5,246.77","£17,735.50"
"Robert Courts","Witney CC","","","£11,087.15","£0.00","","","","£0.00","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£11,087.15","","","","£7,193.32","£0.00","","Uncapped","£467.68","Uncapped","£0.00","£7,661.00","£18,748.15"
"Robert Goodwill","Scarborough and Whitby CC","","","£3,648.38","£0.00","","","","£3,056.00","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£6,704.38","","","","£0.00","£0.00","","Uncapped","£2,283.40","Uncapped","£0.00","£2,283.40","£8,987.78"
"Robert Halfon","Harlow CC","","","£5,407.61","£0.00","","","","£3,050.00","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£8,457.61","","","","£0.00","£0.00","","Uncapped","£63.74","Uncapped","£0.00","£63.74","£8,521.35"
"Robert Jenrick","Newark CC","","","£3,514.34","£0.00","","","","£3,050.00","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£6,564.34","","","","£8,000.00","£0.00","","Uncapped","£0.00","Uncapped","£0.00","£8,000.00","£14,564.34"
"Robert Largan","High Peak CC","","","£14,542.95","£0.00","","","","£5,000.01","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£19,542.96","","","","£5,730.00","£0.00","","Uncapped","£393.75","Uncapped","£0.00","£6,123.75","£25,666.71"
"Robert Syms","Poole BC","","","£6,983.76","£0.00","","","","£0.00","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£6,983.76","","","","£8,000.00","£0.00","","Uncapped","£795.60","Uncapped","£0.00","£8,795.60","£15,779.36"
"Roberta Blackman-Woods","City of Durham CC","","","£0.00","£0.00","","","","£0.00","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£0.00","","","","-£64.21","£64.21","","Uncapped","£0.00","Uncapped","£0.00","-£64.21","-£64.21"
"Robin Millar","Aberconwy CC","","","£6,871.25","£0.00","","","","£5,049.00","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£11,920.25","","","","£3,740.23","£0.00","","Uncapped","£1,553.75","Uncapped","£1,830.00","£7,123.98","£19,044.23"
